[src-dst],min-cutsets
"[1, 35]","[[1], [35], [24, 49], [45, 49], [47, 49], [4, 5, 10], [4, 10, 18], [4, 10, 22], [4, 10, 25], [4, 10, 39], [4, 10, 49], [5, 10, 44], [9, 28, 49], [10, 18, 24], [10, 18, 44], [10, 18, 45], [10, 18, 47], [10, 25, 44], [10, 44, 49], [12, 25, 44], [13, 18, 24], [13, 18, 45], [14, 25, 44], [16, 28, 49], [18, 24, 25], [18, 25, 45], [19, 25, 28], [19, 28, 49], [25, 28, 44], [25, 29, 44]]"
"[1, 36]","[[1], [36], [24, 49], [38, 48], [45, 49], [47, 49], [0, 14, 38], [6, 39, 48], [10, 18, 24], [10, 18, 45], [10, 18, 47], [13, 18, 24], [13, 18, 45], [18, 24, 25], [18, 24, 35], [18, 24, 38], [18, 24, 39], [18, 25, 45], [18, 35, 45], [18, 35, 47], [18, 35, 48], [18, 38, 45], [18, 38, 47], [18, 39, 45], [18, 39, 47], [18, 39, 48], [22, 35, 48], [22, 39, 48], [35, 48, 49], [39, 48, 49]]"
"[1, 37]","[[1], [37], [34, 49]]"
"[1, 38]","[[1], [38], [24, 49], [45, 49], [47, 49], [6, 39, 48], [13, 18, 24], [13, 18, 45], [18, 24, 25], [18, 25, 45], [22, 35, 48], [22, 39, 48], [35, 48, 49], [39, 48, 49]]"
"[1, 39]","[[1], [39], [18, 35], [22, 35], [24, 49], [35, 49], [45, 49], [47, 49], [4, 5, 10], [4, 5, 35], [4, 10, 18], [4, 10, 22], [4, 10, 25], [4, 10, 49], [4, 25, 35], [5, 10, 44], [5, 19, 35], [5, 35, 44], [9, 28, 49], [10, 18, 24], [10, 18, 44], [10, 18, 45], [10, 18, 47], [10, 25, 44], [10, 44, 49], [12, 25, 44], [13, 18, 24], [13, 18, 45], [14, 25, 44], [16, 28, 49], [18, 24, 25], [18, 25, 45], [19, 25, 28], [19, 25, 35], [19, 28, 49], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[1, 40]","[[1], [40], [34, 37], [34, 41], [34, 49]]"
"[1, 41]","[[1], [41], [34, 37], [34, 49]]"
"[1, 42]","[[1], [42], [18, 24], [24, 49], [9, 24, 28], [16, 19, 24], [16, 24, 28], [16, 24, 44], [17, 18, 45], [17, 45, 49], [18, 26, 45], [18, 30, 45], [18, 34, 45], [23, 24, 28], [23, 24, 46], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49], [34, 45, 49], [34, 47, 49]]"
"[1, 43]","[[1], [43], [2, 5, 49], [2, 9, 49], [2, 16, 49], [2, 24, 49], [2, 25, 49], [2, 33, 49], [2, 45, 49], [2, 47, 49], [3, 21, 32], [5, 34, 49], [5, 37, 49], [9, 34, 49], [9, 37, 49], [16, 34, 49], [16, 37, 49], [24, 34, 49], [24, 37, 49], [25, 34, 49], [25, 37, 49], [33, 34, 49], [33, 37, 49], [34, 45, 49], [34, 47, 49], [37, 45, 49], [37, 47, 49]]"
"[1, 44]","[[1], [44], [24, 49], [45, 49], [9, 28, 49], [10, 19, 28], [13, 18, 24], [13, 18, 45], [16, 28, 49], [18, 19, 24], [18, 19, 28], [18, 19, 45], [18, 24, 25], [18, 25, 45], [19, 25, 28], [19, 28, 49], [26, 47, 49], [30, 47, 49], [34, 47, 49]]"
"[1, 45]","[[1], [45], [26, 47, 49], [30, 47, 49], [34, 47, 49]]"
"[1, 46]","[[1], [46], [18, 24], [18, 45], [24, 49], [28, 42], [45, 49], [9, 24, 28], [9, 28, 45], [16, 19, 24], [16, 19, 45], [16, 24, 28], [16, 24, 44], [16, 28, 45], [16, 44, 45], [23, 24, 28], [26, 47, 49], [30, 47, 49], [34, 47, 49], [42, 47, 49]]"
"[1, 47]","[[1], [47]]"
"[1, 48]","[[1], [48], [0, 14], [18, 24], [18, 45], [24, 49], [45, 49], [47, 49], [0, 10, 12], [0, 10, 28], [0, 10, 29], [10, 24, 28], [10, 28, 42], [10, 28, 45], [10, 28, 46], [10, 29, 46], [14, 24, 28], [14, 28, 42], [14, 28, 45], [14, 28, 46], [14, 29, 46]]"
"[1, 49]","[[1], [49]]"
"[2, 3]","[[2], [3], [5, 11, 31], [8, 31, 37], [8, 31, 49], [11, 25, 31]]"
"[2, 4]","[[2], [4], [8, 31, 37], [8, 31, 49], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [19, 31, 37], [19, 31, 49], [25, 31, 37], [25, 31, 49], [25, 32, 49], [31, 37, 44], [31, 44, 49]]"
"[2, 5]","[[2], [5], [8, 31, 37], [8, 31, 49]]"
"[2, 6]","[[2], [6], [5, 18, 31], [5, 31, 37], [5, 31, 49], [7, 22, 38], [8, 31, 37], [8, 31, 49], [15, 22, 38], [18, 22, 31], [22, 27, 38], [22, 31, 37], [22, 31, 38], [22, 31, 49], [22, 32, 38]]"
"[2, 7]","[[2], [7], [6, 15], [6, 27], [5, 6, 31], [5, 6, 43], [5, 18, 31], [5, 31, 37], [5, 31, 49], [6, 18, 31], [6, 21, 31], [6, 21, 43], [6, 25, 31], [6, 31, 37], [6, 31, 49], [8, 31, 37], [8, 31, 49], [15, 22, 35], [15, 22, 38], [15, 22, 39], [18, 22, 31], [22, 27, 35], [22, 27, 38], [22, 27, 39], [22, 31, 37], [22, 31, 49]]"
"[2, 8]","[[2], [8]]"
"[2, 9]","[[2], [9], [5, 13, 37], [8, 31, 37], [13, 16, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37], [16, 18, 24], [16, 18, 45], [16, 19, 24], [16, 19, 45], [16, 23, 24], [16, 23, 33], [16, 23, 45], [16, 24, 28], [16, 24, 37], [16, 24, 44], [16, 24, 49], [16, 28, 45], [16, 31, 37], [16, 33, 37], [16, 34, 49], [16, 37, 45], [16, 37, 49], [16, 44, 45], [16, 45, 49], [18, 19, 24], [18, 19, 45], [18, 24, 25], [18, 25, 45], [24, 25, 49], [25, 34, 49], [25, 37, 49], [25, 45, 49]]"
"[2, 10]","[[2], [10], [5, 13, 37], [5, 13, 49], [5, 25, 49], [8, 31, 37], [8, 31, 49], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [25, 31, 37], [25, 31, 49], [25, 32, 49]]"
"[2, 11]","[[2], [11], [8, 31, 37], [8, 31, 49]]"
"[2, 12]","[[2], [12], [10, 29], [14, 29], [0, 10, 28], [0, 14, 28], [5, 13, 37], [5, 25, 37], [8, 31, 37], [10, 13, 37], [10, 19, 37], [10, 24, 28], [10, 25, 37], [10, 28, 37], [10, 28, 42], [10, 28, 45], [10, 28, 46], [10, 28, 49], [10, 31, 37], [10, 37, 44], [13, 14, 37], [13, 31, 37], [13, 32, 37], [14, 19, 37], [14, 24, 28], [14, 25, 37], [14, 28, 37], [14, 28, 42], [14, 28, 45], [14, 28, 46], [14, 28, 49], [14, 31, 37], [14, 37, 44], [25, 31, 37], [25, 32, 37], [25, 35, 37]]"
"[2, 13]","[[2], [13], [8, 31, 37]]"
"[2, 14]","[[2], [14], [10, 28], [10, 29], [10, 37], [10, 49], [0, 10, 12], [5, 13, 37], [5, 13, 49], [5, 25, 49], [8, 31, 37], [8, 31, 49], [10, 12, 18], [10, 12, 48], [10, 18, 24], [10, 18, 45], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [25, 31, 37], [25, 31, 49], [25, 32, 49]]"
"[2, 15]","[[2], [15], [6, 27], [7, 27], [5, 18, 43], [5, 37, 43], [5, 43, 49], [6, 21, 43], [7, 21, 43], [8, 31, 37], [8, 31, 49], [10, 22, 27], [18, 22, 27], [18, 27, 31], [18, 27, 32], [22, 27, 35], [22, 27, 37], [22, 27, 38], [22, 27, 39], [22, 27, 49], [27, 31, 37], [27, 31, 49], [27, 32, 37], [27, 32, 49]]"
"[2, 16]","[[2], [16], [5, 13, 37], [8, 31, 37], [9, 25, 49], [13, 25, 37], [13, 31, 37], [13, 32, 37], [18, 19, 24], [18, 19, 45], [18, 24, 25], [18, 25, 45], [24, 25, 49], [25, 34, 49], [25, 37, 49], [25, 45, 49]]"
"[2, 17]","[[2], [17], [24, 30], [5, 13, 37], [8, 31, 37], [9, 13, 37], [9, 34, 49], [9, 37, 45], [9, 37, 49], [13, 16, 37], [13, 19, 37], [13, 24, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37], [13, 33, 37], [16, 34, 49], [16, 37, 45], [16, 37, 49], [24, 26, 45], [24, 34, 45], [24, 34, 49], [24, 37, 45], [24, 37, 49], [25, 34, 49], [25, 37, 49], [33, 34, 49], [33, 37, 45], [33, 37, 49]]"
"[2, 18]","[[2], [18], [5, 13, 37], [8, 31, 37], [9, 25, 49], [13, 25, 37], [13, 31, 37], [13, 32, 37], [16, 25, 49], [24, 25, 49], [25, 34, 49], [25, 37, 49], [25, 45, 49]]"
"[2, 19]","[[2], [19], [5, 13, 37], [8, 31, 37], [13, 31, 37], [13, 32, 37]]"
"[2, 20]","[[2], [20], [3, 43], [3, 5, 31], [3, 5, 32], [3, 18, 31], [3, 18, 32], [3, 21, 32], [3, 25, 31], [3, 25, 32], [3, 31, 37], [3, 31, 49], [3, 32, 37], [3, 32, 49], [5, 11, 31], [8, 31, 37], [8, 31, 49], [11, 18, 31], [11, 25, 31], [11, 31, 37], [11, 31, 49]]"
"[2, 21]","[[2], [21], [4, 5, 43], [5, 18, 43], [5, 19, 43], [5, 22, 43], [5, 37, 43], [5, 43, 44], [5, 43, 49], [8, 31, 37], [8, 31, 49]]"
"[2, 22]","[[2], [22], [5, 21, 37], [5, 21, 49], [5, 37, 43], [5, 43, 49], [8, 31, 37], [8, 31, 49]]"
"[2, 23]","[[2], [23], [5, 13, 37], [8, 31, 37], [9, 13, 37], [9, 18, 24], [9, 24, 28], [9, 24, 37], [9, 24, 49], [9, 34, 49], [9, 37, 45], [9, 37, 49], [13, 16, 37], [13, 19, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37], [16, 18, 24], [16, 24, 28], [16, 24, 37], [16, 24, 44], [16, 24, 49], [16, 34, 49], [16, 37, 45], [16, 37, 49], [18, 19, 24], [18, 24, 25], [24, 25, 49], [25, 34, 49], [25, 37, 49]]"
"[2, 24]","[[2], [24], [5, 13, 37], [8, 31, 37], [9, 13, 37], [9, 34, 49], [9, 37, 45], [9, 37, 49], [13, 16, 37], [13, 19, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37], [13, 33, 37], [16, 34, 49], [16, 37, 45], [16, 37, 49], [25, 34, 49], [25, 37, 49]]"
"[2, 25]","[[2], [25], [5, 13, 37], [8, 31, 37], [13, 32, 37]]"
"[2, 26]","[[2], [26], [13, 37], [30, 34], [1, 30, 37], [1, 37, 45], [8, 31, 37], [9, 34, 45], [9, 34, 49], [9, 37, 49], [13, 34, 49], [16, 34, 45], [16, 34, 49], [16, 37, 49], [17, 34, 45], [18, 34, 45], [19, 34, 49], [19, 37, 49], [24, 34, 45], [24, 34, 49], [24, 37, 49], [25, 34, 49], [25, 37, 49], [30, 37, 49], [31, 34, 49], [31, 37, 49], [33, 34, 49], [33, 37, 49], [34, 37, 45], [34, 45, 49], [37, 45, 49]]"
"[2, 27]","[[2], [27], [3, 21, 32], [4, 5, 43], [5, 18, 43], [5, 19, 43], [5, 21, 43], [5, 22, 43], [5, 37, 43], [5, 43, 44], [5, 43, 49], [6, 21, 43], [7, 21, 43], [8, 31, 37], [8, 31, 49], [15, 21, 43], [21, 22, 43], [21, 31, 43], [21, 32, 43]]"
"[2, 28]","[[2], [28], [5, 13, 37], [8, 31, 37], [13, 31, 37], [13, 32, 37], [16, 37, 44], [19, 31, 37], [25, 31, 37]]"
"[2, 29]","[[2], [29], [0, 10, 28], [0, 12, 28], [0, 14, 28], [4, 25, 37], [5, 13, 37], [5, 25, 37], [8, 31, 37], [10, 13, 37], [10, 19, 37], [10, 25, 37], [10, 28, 37], [10, 28, 42], [10, 28, 46], [10, 28, 49], [10, 31, 37], [12, 13, 37], [12, 19, 37], [12, 25, 37], [12, 28, 37], [12, 28, 49], [12, 31, 37], [13, 14, 37], [13, 31, 37], [13, 32, 37], [14, 19, 37], [14, 25, 37], [14, 28, 37], [14, 28, 42], [14, 28, 46], [14, 28, 49], [14, 31, 37], [25, 31, 37], [25, 32, 37], [25, 35, 37]]"
"[2, 30]","[[2], [30], [37, 45], [5, 13, 37], [8, 31, 37], [9, 34, 49], [9, 37, 49], [13, 18, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37], [13, 34, 49], [13, 37, 49], [16, 34, 49], [16, 37, 49], [17, 26, 45], [17, 34, 45], [18, 26, 45], [18, 34, 45], [24, 26, 45], [24, 34, 45], [24, 34, 49], [24, 37, 49], [25, 34, 49], [25, 37, 49], [26, 45, 49], [31, 34, 49], [31, 37, 49], [33, 34, 49], [33, 37, 49], [34, 45, 49]]"
"[2, 31]","[[2], [31]]"
"[2, 32]","[[2], [32], [3, 5, 31], [5, 11, 31], [8, 31, 37], [8, 31, 49]]"
"[2, 33]","[[2], [33], [9, 24], [5, 13, 37], [8, 31, 37], [9, 13, 37], [9, 34, 49], [9, 37, 45], [9, 37, 49], [13, 16, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37], [16, 18, 24], [16, 19, 24], [16, 23, 24], [16, 24, 28], [16, 24, 37], [16, 24, 44], [16, 24, 49], [16, 34, 49], [16, 37, 45], [16, 37, 49], [18, 19, 24], [18, 24, 25], [24, 25, 49], [25, 34, 49], [25, 37, 49]]"
"[2, 34]","[[2], [34], [37, 49], [1, 13, 37], [1, 26, 37], [1, 30, 37], [1, 37, 45], [5, 13, 37], [8, 31, 37], [13, 18, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37]]"
"[2, 35]","[[2], [35], [4, 5, 10], [4, 10, 22], [4, 10, 39], [5, 10, 37], [5, 10, 44], [5, 10, 49], [5, 13, 37], [5, 13, 49], [5, 25, 49], [8, 31, 37], [8, 31, 49], [10, 31, 37], [10, 31, 49], [10, 32, 37], [10, 32, 49], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [25, 31, 37], [25, 31, 49], [25, 32, 49]]"
"[2, 36]","[[2], [36], [38, 48], [0, 14, 38], [6, 39, 48], [8, 31, 37], [8, 31, 49], [10, 31, 37], [10, 31, 49], [10, 37, 38], [10, 38, 49], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [13, 37, 38], [13, 38, 49], [14, 37, 38], [14, 38, 49], [22, 35, 48], [22, 39, 48], [25, 31, 37], [25, 31, 49], [25, 32, 37], [25, 32, 49], [25, 37, 38], [25, 38, 49], [31, 35, 37], [31, 35, 49], [31, 37, 38], [31, 37, 39], [31, 38, 49], [31, 39, 49]]"
"[2, 37]","[[2], [37]]"
"[2, 38]","[[2], [38], [6, 10, 39], [6, 14, 39], [6, 18, 39], [6, 37, 39], [6, 39, 48], [6, 39, 49], [8, 31, 37], [8, 31, 49], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [25, 31, 37], [25, 31, 49], [25, 32, 37], [25, 32, 49]]"
"[2, 39]","[[2], [39], [22, 35], [4, 10, 22], [8, 31, 37], [8, 31, 49], [10, 31, 37], [10, 31, 49], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [18, 31, 35], [25, 31, 37], [25, 31, 49], [25, 32, 37], [25, 32, 49], [31, 35, 37], [31, 35, 49]]"
"[2, 40]","[[2], [40], [1, 37], [34, 37], [34, 41], [37, 49], [5, 13, 37], [8, 31, 37], [13, 18, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37]]"
"[2, 41]","[[2], [41], [1, 37], [34, 37], [37, 49], [5, 13, 37], [8, 31, 37], [13, 18, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37]]"
"[2, 42]","[[2], [42], [13, 37], [31, 37], [9, 18, 24], [9, 18, 45], [9, 24, 28], [9, 24, 37], [9, 24, 49], [9, 28, 45], [9, 34, 49], [9, 37, 45], [9, 37, 49], [9, 45, 49], [13, 18, 24], [13, 18, 45], [13, 24, 49], [13, 34, 49], [13, 45, 49], [16, 18, 24], [16, 18, 45], [16, 19, 24], [16, 19, 45], [16, 24, 28], [16, 24, 37], [16, 24, 44], [16, 24, 49], [16, 28, 45], [16, 34, 49], [16, 37, 45], [16, 37, 49], [16, 44, 45], [16, 45, 49], [18, 19, 24], [18, 19, 45], [18, 23, 24], [18, 23, 45], [18, 24, 25], [18, 24, 31], [18, 25, 45], [18, 31, 45], [19, 24, 37], [19, 24, 49], [19, 34, 49], [19, 37, 45], [19, 37, 49], [19, 45, 49], [23, 24, 28], [23, 24, 37], [23, 24, 46], [23, 24, 49], [23, 34, 49], [23, 37, 45], [23, 37, 49], [23, 45, 49], [24, 25, 37], [24, 25, 49], [24, 31, 49], [25, 34, 49], [25, 37, 45], [25, 37, 49], [25, 45, 49], [31, 34, 49], [31, 45, 49]]"
"[2, 43]","[[2], [43], [3, 21, 32], [8, 31, 37], [8, 31, 49]]"
"[2, 44]","[[2], [44], [5, 13, 37], [8, 31, 37], [13, 31, 37], [13, 32, 37]]"
"[2, 45]","[[2], [45], [5, 13, 37], [8, 31, 37], [9, 34, 49], [9, 37, 49], [13, 25, 37], [13, 31, 37], [13, 32, 37], [16, 34, 49], [16, 37, 49], [24, 34, 49], [24, 37, 49], [25, 34, 49], [25, 37, 49], [33, 34, 49], [33, 37, 49]]"
"[2, 46]","[[2], [46], [13, 37], [19, 37], [25, 37], [28, 37], [31, 37], [37, 44], [0, 28, 42], [1, 13, 49], [1, 19, 49], [1, 25, 49], [1, 28, 49], [1, 31, 49], [1, 44, 49], [10, 28, 42], [13, 18, 24], [13, 18, 45], [13, 24, 49], [13, 34, 49], [13, 45, 49], [13, 47, 49], [14, 28, 42], [16, 24, 44], [16, 44, 45], [18, 19, 24], [18, 19, 45], [18, 24, 25], [18, 24, 28], [18, 24, 31], [18, 24, 44], [18, 25, 45], [18, 28, 42], [18, 28, 45], [18, 31, 45], [18, 44, 45], [19, 24, 49], [19, 28, 42], [19, 34, 49], [19, 45, 49], [19, 47, 49], [24, 25, 49], [24, 28, 49], [24, 31, 49], [24, 44, 49], [25, 34, 49], [25, 45, 49], [25, 47, 49], [28, 34, 49], [28, 42, 44], [28, 42, 49], [28, 45, 49], [28, 47, 49], [31, 34, 49], [31, 45, 49], [31, 47, 49], [34, 44, 49], [44, 45, 49], [44, 47, 49]]"
"[2, 47]","[[2], [47], [1, 45], [5, 13, 37], [8, 31, 37], [9, 34, 49], [9, 37, 49], [13, 18, 37], [13, 25, 37], [13, 31, 37], [13, 32, 37], [13, 34, 49], [13, 37, 49], [16, 34, 49], [16, 37, 49], [24, 34, 49], [24, 37, 49], [25, 34, 49], [25, 37, 49], [31, 34, 49], [31, 37, 49], [33, 34, 49], [33, 37, 49], [34, 45, 49], [37, 45, 49]]"
"[2, 48]","[[2], [48], [0, 14], [10, 37], [10, 49], [14, 37], [14, 49], [0, 10, 12], [0, 10, 28], [0, 10, 29], [5, 13, 37], [5, 13, 49], [5, 25, 37], [5, 25, 49], [8, 31, 37], [8, 31, 49], [10, 18, 24], [10, 18, 45], [10, 28, 42], [10, 28, 46], [10, 29, 46], [13, 31, 37], [13, 31, 49], [13, 32, 37], [13, 32, 49], [14, 18, 24], [14, 18, 45], [14, 28, 42], [14, 28, 46], [14, 29, 46], [25, 31, 37], [25, 31, 49], [25, 32, 37], [25, 32, 49], [25, 35, 37], [25, 35, 49]]"
"[2, 49]","[[2], [49], [5, 13, 37], [8, 31, 37], [13, 18, 37], [13, 31, 37], [13, 32, 37]]"
"[3, 4]","[[3], [4], [5, 13, 21], [5, 13, 22], [5, 13, 43], [5, 21, 31], [5, 22, 31], [5, 31, 43], [13, 21, 32], [13, 32, 43], [21, 31, 32], [31, 32, 43]]"
"[3, 5]","[[3], [5], [25, 32, 43]]"
"[3, 6]","[[3], [6], [5, 43], [5, 7, 21], [5, 7, 22], [5, 15, 21], [5, 15, 22], [5, 21, 27], [5, 22, 27], [7, 22, 32], [7, 22, 35], [7, 22, 38], [7, 22, 39], [13, 32, 43], [15, 22, 32], [15, 22, 35], [15, 22, 38], [15, 22, 39], [22, 27, 32], [22, 27, 35], [22, 27, 38], [22, 27, 39], [22, 32, 43], [25, 32, 43], [31, 32, 43]]"
"[3, 7]","[[3], [7], [5, 43], [6, 15], [6, 27], [5, 15, 21], [5, 15, 22], [5, 21, 27], [5, 22, 27], [6, 21, 43], [6, 32, 43], [13, 32, 43], [15, 22, 32], [15, 22, 35], [15, 22, 38], [15, 22, 39], [22, 27, 32], [22, 27, 35], [22, 27, 38], [22, 27, 39], [22, 32, 43], [25, 32, 43], [31, 32, 43]]"
"[3, 8]","[[3], [8], [2, 11, 13], [5, 11, 31], [11, 25, 31]]"
"[3, 9]","[[3], [9], [16, 24], [16, 31], [16, 33], [16, 45], [16, 49], [2, 5, 13], [2, 13, 16], [4, 25, 49], [5, 11, 31], [5, 13, 37], [5, 13, 49], [5, 25, 49], [13, 16, 37], [25, 32, 49], [25, 44, 49]]"
"[3, 10]","[[3], [10], [25, 35, 44]]"
"[3, 11]","[[3], [11]]"
"[3, 12]","[[3], [12], [10, 28], [10, 29], [14, 28], [14, 29], [5, 10, 13], [5, 10, 31], [5, 13, 14], [5, 13, 21], [5, 13, 22], [5, 13, 43], [5, 14, 31], [10, 13, 32], [10, 16, 44], [10, 31, 32], [13, 14, 32], [13, 21, 32], [13, 22, 32], [13, 32, 43], [14, 16, 44], [14, 31, 32]]"
"[3, 13]","[[3], [13], [5, 11, 31], [11, 25, 31]]"
"[3, 14]","[[3], [14], [5, 10, 12], [5, 10, 13], [5, 10, 19], [5, 10, 25], [5, 10, 28], [5, 10, 29], [5, 10, 31], [6, 10, 12], [6, 10, 28], [6, 10, 29], [10, 12, 22], [10, 12, 32], [10, 12, 38], [10, 12, 48], [10, 13, 32], [10, 19, 32], [10, 22, 28], [10, 22, 29], [10, 25, 32], [10, 28, 32], [10, 28, 38], [10, 28, 48], [10, 29, 32], [10, 29, 38], [10, 29, 48], [10, 31, 32]]"
"[3, 15]","[[3], [15], [5, 43], [6, 27], [7, 27], [4, 22, 27], [5, 21, 27], [5, 22, 27], [6, 21, 43], [7, 21, 43], [13, 32, 43], [22, 27, 32], [22, 27, 35], [22, 27, 38], [22, 27, 39], [25, 32, 43], [31, 32, 43]]"
"[3, 16]","[[3], [16], [2, 5, 13], [4, 25, 49], [5, 11, 31], [5, 13, 37], [5, 13, 49], [5, 25, 49], [25, 32, 49], [25, 44, 49]]"
"[3, 17]","[[3], [17], [24, 30], [2, 5, 13], [2, 13, 32], [2, 24, 45], [2, 24, 49], [5, 11, 31], [5, 13, 37], [11, 31, 32], [13, 32, 37], [24, 26, 45], [24, 26, 49], [24, 31, 45], [24, 31, 49], [24, 34, 45], [24, 34, 49], [24, 37, 45], [24, 37, 49]]"
"[3, 18]","[[3], [18], [2, 5, 13], [4, 25, 49], [5, 11, 31], [5, 13, 37], [5, 13, 49], [5, 25, 49], [19, 25, 49], [25, 32, 49], [25, 44, 49]]"
"[3, 19]","[[3], [19], [18, 25, 44], [25, 44, 49]]"
"[3, 20]","[[3], [20]]"
"[3, 21]","[[3], [21], [5, 43], [25, 32, 43]]"
"[3, 22]","[[3], [22], [4, 5, 43], [5, 13, 43], [5, 19, 43], [5, 25, 43], [5, 31, 43], [5, 43, 44], [25, 32, 43]]"
"[3, 23]","[[3], [23], [2, 5, 13], [2, 13, 32], [4, 25, 49], [5, 11, 31], [5, 13, 37], [5, 13, 49], [5, 25, 49], [9, 24, 28], [9, 28, 45], [9, 28, 49], [11, 31, 32], [13, 32, 37], [13, 32, 49], [16, 24, 28], [16, 24, 44], [16, 28, 45], [16, 28, 49], [16, 44, 45], [16, 44, 49], [25, 32, 49], [25, 44, 49]]"
"[3, 24]","[[3], [24], [2, 5, 13], [2, 13, 32], [5, 9, 45], [5, 11, 31], [5, 13, 37], [5, 16, 45], [9, 23, 45], [9, 28, 45], [9, 32, 45], [9, 44, 45], [11, 31, 32], [13, 32, 37], [16, 23, 45], [16, 28, 45], [16, 32, 45], [16, 44, 45], [23, 33, 45]]"
"[3, 25]","[[3], [25], [2, 5, 13], [5, 11, 31], [5, 13, 18], [5, 13, 37], [5, 13, 49]]"
"[3, 26]","[[3], [26], [30, 34], [34, 45], [1, 30, 37], [1, 37, 45], [2, 5, 13], [2, 9, 49], [2, 13, 25], [2, 13, 32], [2, 16, 49], [2, 24, 49], [2, 25, 49], [2, 30, 49], [2, 33, 49], [2, 45, 49], [5, 11, 31], [5, 13, 37], [9, 34, 49], [9, 37, 49], [11, 25, 31], [11, 31, 32], [13, 25, 37], [13, 32, 37], [16, 34, 49], [16, 37, 49], [24, 34, 49], [24, 37, 49], [25, 34, 49], [25, 37, 49], [30, 37, 49], [33, 34, 49], [33, 37, 49], [37, 45, 49]]"
"[3, 27]","[[3], [27], [5, 43], [6, 21, 43], [7, 21, 43], [13, 32, 43], [15, 21, 43], [21, 22, 43], [21, 32, 43], [25, 32, 43]]"
"[3, 28]","[[3], [28]]"
"[3, 29]","[[3], [29], [10, 28], [12, 28], [14, 28], [10, 16, 44], [12, 16, 44], [14, 16, 44]]"
"[3, 30]","[[3], [30], [2, 5, 13], [2, 9, 49], [2, 13, 25], [2, 13, 32], [2, 16, 49], [2, 24, 49], [2, 25, 49], [5, 11, 31], [5, 13, 37], [9, 26, 45], [9, 34, 45], [9, 34, 49], [9, 37, 49], [11, 25, 31], [11, 31, 32], [13, 25, 37], [13, 32, 37], [16, 26, 45], [16, 34, 45], [16, 34, 49], [16, 37, 49], [17, 26, 45], [17, 34, 45], [19, 26, 45], [19, 34, 45], [24, 26, 45], [24, 34, 45], [24, 34, 49], [24, 37, 49], [25, 26, 45], [25, 34, 45], [25, 34, 49], [25, 37, 49], [26, 33, 45], [33, 34, 45]]"
"[3, 31]","[[3], [31]]"
"[3, 32]","[[3], [32]]"
"[3, 33]","[[3], [33], [9, 24], [9, 45], [9, 49], [16, 24], [16, 45], [16, 49], [2, 5, 13], [4, 25, 49], [5, 11, 31], [5, 13, 37], [5, 13, 49], [5, 25, 49], [18, 19, 24], [18, 19, 45], [18, 19, 49], [19, 25, 49], [25, 32, 49], [25, 44, 49]]"
"[3, 34]","[[3], [34], [2, 49], [37, 49], [1, 13, 37], [1, 26, 37], [1, 30, 37], [1, 31, 37], [1, 37, 45], [2, 5, 13], [2, 13, 18], [2, 13, 25], [2, 13, 32], [5, 11, 31], [5, 13, 37], [8, 31, 49], [11, 18, 31], [11, 25, 31], [11, 31, 32], [11, 31, 49], [13, 18, 37], [13, 25, 37], [13, 32, 37]]"
"[3, 35]","[[3], [35], [4, 10, 22], [4, 10, 39], [5, 13, 21], [5, 13, 22], [5, 13, 43], [13, 21, 32], [13, 32, 43]]"
"[3, 36]","[[3], [36], [5, 38], [10, 38], [14, 38], [32, 38], [38, 48], [5, 6, 39], [5, 10, 43], [5, 13, 43], [5, 25, 43], [5, 31, 43], [5, 35, 43], [5, 39, 43], [6, 10, 39], [6, 14, 39], [6, 32, 39], [6, 39, 48], [13, 32, 43], [25, 32, 43], [25, 35, 38], [31, 32, 43]]"
"[3, 37]","[[3], [37], [2, 49], [2, 5, 13], [2, 13, 18], [2, 13, 25], [5, 11, 31], [8, 31, 49], [11, 25, 31], [11, 31, 49]]"
"[3, 38]","[[3], [38], [6, 39], [5, 10, 43], [5, 13, 43], [5, 25, 43], [5, 31, 43], [5, 35, 43], [5, 39, 43], [6, 22, 35], [7, 22, 35], [7, 22, 39], [13, 32, 43], [15, 22, 35], [15, 22, 39], [22, 27, 35], [22, 27, 39], [25, 32, 43], [31, 32, 43]]"
